#alt[m],rho[g/cm^3],thick[g/cm^2]
8091,5.19682E-04,3.57842E+02
8092,5.19617E-04,3.57790E+02
8093,5.19552E-04,3.57738E+02
8094,5.19487E-04,3.57686E+02
8095,5.19422E-04,3.57634E+02
8096,5.19358E-04,3.57582E+02
8097,5.19293E-04,3.57530E+02
8098,5.19228E-04,3.57478E+02
8099,5.19163E-04,3.57426E+02
8100,5.19098E-04,3.57375E+02
8101,5.19033E-04,3.57323E+02
8102,5.18968E-04,3.57271E+02
8103,5.18903E-04,3.57219E+02
8104,5.18838E-04,3.57167E+02
8105,5.18774E-04,3.57115E+02
8106,5.18709E-04,3.57063E+02
8107,5.18644E-04,3.57011E+02
8108,5.18579E-04,3.56959E+02
8109,5.18514E-04,3.56908E+02
8110,5.18449E-04,3.56856E+02
8111,5.18385E-04,3.56804E+02
8112,5.18320E-04,3.56752E+02
8113,5.18255E-04,3.56700E+02
8114,5.18190E-04,3.56648E+02
8115,5.18126E-04,3.56597E+02
8116,5.18061E-04,3.56545E+02
8117,5.17996E-04,3.56493E+02
8118,5.17931E-04,3.56441E+02
8119,5.17867E-04,3.56389E+02
8120,5.17802E-04,3.56338E+02
8121,5.17737E-04,3.56286E+02
8122,5.17672E-04,3.56234E+02
8123,5.17608E-04,3.56182E+02
8124,5.17543E-04,3.56130E+02
8125,5.17478E-04,3.56079E+02
8126,5.17414E-04,3.56027E+02
8127,5.17349E-04,3.55975E+02
8128,5.17284E-04,3.55924E+02
8129,5.17220E-04,3.55872E+02
8130,5.17155E-04,3.55820E+02
8131,5.17090E-04,3.55768E+02
8132,5.17026E-04,3.55717E+02
8133,5.16961E-04,3.55665E+02
8134,5.16896E-04,3.55613E+02
8135,5.16832E-04,3.55562E+02
8136,5.16767E-04,3.55510E+02
8137,5.16703E-04,3.55458E+02
8138,5.16638E-04,3.55407E+02
8139,5.16573E-04,3.55355E+02
8140,5.16509E-04,3.55303E+02
8141,5.16444E-04,3.55252E+02
8142,5.16380E-04,3.55200E+02
8143,5.16315E-04,3.55148E+02
8144,5.16251E-04,3.55097E+02
8145,5.16186E-04,3.55045E+02
8146,5.16122E-04,3.54993E+02
8147,5.16057E-04,3.54942E+02
8148,5.15993E-04,3.54890E+02
8149,5.15928E-04,3.54839E+02
8150,5.15864E-04,3.54787E+02
8151,5.15799E-04,3.54735E+02
8152,5.15735E-04,3.54684E+02
8153,5.15670E-04,3.54632E+02
8154,5.15606E-04,3.54581E+02
8155,5.15541E-04,3.54529E+02
8156,5.15477E-04,3.54478E+02
8157,5.15412E-04,3.54426E+02
8158,5.15348E-04,3.54374E+02
8159,5.15284E-04,3.54323E+02
8160,5.15219E-04,3.54271E+02
8161,5.15155E-04,3.54220E+02
8162,5.15090E-04,3.54168E+02
8163,5.15026E-04,3.54117E+02
8164,5.14962E-04,3.54065E+02
8165,5.14897E-04,3.54014E+02
8166,5.14833E-04,3.53962E+02
8167,5.14769E-04,3.53911E+02
8168,5.14704E-04,3.53859E+02
8169,5.14640E-04,3.53808E+02
8170,5.14576E-04,3.53756E+02
8171,5.14511E-04,3.53705E+02
8172,5.14447E-04,3.53654E+02
8173,5.14383E-04,3.53602E+02
8174,5.14318E-04,3.53551E+02
8175,5.14254E-04,3.53499E+02
8176,5.14190E-04,3.53448E+02
8177,5.14126E-04,3.53396E+02
8178,5.14061E-04,3.53345E+02
8179,5.13997E-04,3.53294E+02
8180,5.13933E-04,3.53242E+02
8181,5.13869E-04,3.53191E+02
8182,5.13804E-04,3.53139E+02
8183,5.13740E-04,3.53088E+02
8184,5.13676E-04,3.53037E+02
8185,5.13612E-04,3.52985E+02
8186,5.13548E-04,3.52934E+02
8187,5.13483E-04,3.52883E+02
8188,5.13419E-04,3.52831E+02
8189,5.13355E-04,3.52780E+02
8190,5.13291E-04,3.52729E+02
8191,5.13227E-04,3.52677E+02
8192,5.13162E-04,3.52626E+02
8193,5.13098E-04,3.52575E+02
8194,5.13034E-04,3.52523E+02
8195,5.12970E-04,3.52472E+02
8196,5.12906E-04,3.52421E+02
8197,5.12842E-04,3.52369E+02
8198,5.12778E-04,3.52318E+02
8199,5.12714E-04,3.52267E+02
8200,5.12650E-04,3.52216E+02
8201,5.12586E-04,3.52164E+02
8202,5.12521E-04,3.52113E+02
8203,5.12457E-04,3.52062E+02
8204,5.12393E-04,3.52011E+02
8205,5.12329E-04,3.51959E+02
8206,5.12265E-04,3.51908E+02
8207,5.12201E-04,3.51857E+02
8208,5.12137E-04,3.51806E+02
8209,5.12073E-04,3.51754E+02
8210,5.12009E-04,3.51703E+02
8211,5.11945E-04,3.51652E+02
8212,5.11881E-04,3.51601E+02
8213,5.11817E-04,3.51550E+02
8214,5.11753E-04,3.51498E+02
8215,5.11689E-04,3.51447E+02
8216,5.11625E-04,3.51396E+02
8217,5.11561E-04,3.51345E+02
8218,5.11497E-04,3.51294E+02
8219,5.11434E-04,3.51243E+02
8220,5.11370E-04,3.51191E+02
8221,5.11306E-04,3.51140E+02
8222,5.11242E-04,3.51089E+02
8223,5.11178E-04,3.51038E+02
8224,5.11114E-04,3.50987E+02
8225,5.11050E-04,3.50936E+02
8226,5.10986E-04,3.50885E+02
8227,5.10922E-04,3.50834E+02
8228,5.10858E-04,3.50783E+02
8229,5.10795E-04,3.50731E+02
8230,5.10731E-04,3.50680E+02
8231,5.10667E-04,3.50629E+02
8232,5.10603E-04,3.50578E+02
8233,5.10539E-04,3.50527E+02
8234,5.10475E-04,3.50476E+02
8235,5.10412E-04,3.50425E+02
8236,5.10348E-04,3.50374E+02
8237,5.10284E-04,3.50323E+02
8238,5.10220E-04,3.50272E+02
8239,5.10157E-04,3.50221E+02
8240,5.10093E-04,3.50170E+02
8241,5.10029E-04,3.50119E+02
8242,5.09965E-04,3.50068E+02
8243,5.09902E-04,3.50017E+02
8244,5.09838E-04,3.49966E+02
8245,5.09774E-04,3.49915E+02
8246,5.09710E-04,3.49864E+02
8247,5.09647E-04,3.49813E+02
8248,5.09583E-04,3.49762E+02
8249,5.09519E-04,3.49711E+02
8250,5.09456E-04,3.49660E+02
8251,5.09392E-04,3.49609E+02
8252,5.09328E-04,3.49558E+02
8253,5.09265E-04,3.49507E+02
8254,5.09201E-04,3.49456E+02
8255,5.09137E-04,3.49405E+02
8256,5.09074E-04,3.49355E+02
8257,5.09010E-04,3.49304E+02
8258,5.08946E-04,3.49253E+02
8259,5.08883E-04,3.49202E+02
8260,5.08819E-04,3.49151E+02
8261,5.08756E-04,3.49100E+02
8262,5.08692E-04,3.49049E+02
8263,5.08628E-04,3.48998E+02
8264,5.08565E-04,3.48947E+02
8265,5.08501E-04,3.48897E+02
8266,5.08438E-04,3.48846E+02
8267,5.08374E-04,3.48795E+02
8268,5.08311E-04,3.48744E+02
8269,5.08247E-04,3.48693E+02
8270,5.08184E-04,3.48642E+02
8271,5.08120E-04,3.48592E+02
8272,5.08056E-04,3.48541E+02
8273,5.07993E-04,3.48490E+02
8274,5.07929E-04,3.48439E+02
8275,5.07866E-04,3.48388E+02
8276,5.07803E-04,3.48338E+02
8277,5.07739E-04,3.48287E+02
8278,5.07676E-04,3.48236E+02
8279,5.07612E-04,3.48185E+02
8280,5.07549E-04,3.48135E+02
8281,5.07485E-04,3.48084E+02
8282,5.07422E-04,3.48033E+02
8283,5.07358E-04,3.47982E+02
8284,5.07295E-04,3.47932E+02
8285,5.07232E-04,3.47881E+02
8286,5.07168E-04,3.47830E+02
8287,5.07105E-04,3.47779E+02
8288,5.07041E-04,3.47729E+02
8289,5.06978E-04,3.47678E+02
8290,5.06915E-04,3.47627E+02
8291,5.06851E-04,3.47577E+02
8292,5.06788E-04,3.47526E+02
8293,5.06725E-04,3.47475E+02
8294,5.06661E-04,3.47425E+02
8295,5.06598E-04,3.47374E+02
8296,5.06535E-04,3.47323E+02
8297,5.06471E-04,3.47273E+02
8298,5.06408E-04,3.47222E+02
8299,5.06345E-04,3.47171E+02
8300,5.06281E-04,3.47121E+02
8301,5.06218E-04,3.47070E+02
8302,5.06155E-04,3.47019E+02
8303,5.06092E-04,3.46969E+02
8304,5.06028E-04,3.46918E+02
8305,5.05965E-04,3.46868E+02
8306,5.05902E-04,3.46817E+02
8307,5.05839E-04,3.46766E+02
8308,5.05775E-04,3.46716E+02
8309,5.05712E-04,3.46665E+02
8310,5.05649E-04,3.46615E+02
8311,5.05586E-04,3.46564E+02
8312,5.05523E-04,3.46514E+02
8313,5.05459E-04,3.46463E+02
8314,5.05396E-04,3.46412E+02
8315,5.05333E-04,3.46362E+02
8316,5.05270E-04,3.46311E+02
8317,5.05207E-04,3.46261E+02
8318,5.05144E-04,3.46210E+02
8319,5.05080E-04,3.46160E+02
8320,5.05017E-04,3.46109E+02
8321,5.04954E-04,3.46059E+02
8322,5.04891E-04,3.46008E+02
8323,5.04828E-04,3.45958E+02
8324,5.04765E-04,3.45907E+02
8325,5.04702E-04,3.45857E+02
8326,5.04639E-04,3.45806E+02
8327,5.04576E-04,3.45756E+02
8328,5.04513E-04,3.45705E+02
8329,5.04449E-04,3.45655E+02
8330,5.04386E-04,3.45605E+02
8331,5.04323E-04,3.45554E+02
8332,5.04260E-04,3.45504E+02
8333,5.04197E-04,3.45453E+02
8334,5.04134E-04,3.45403E+02
8335,5.04071E-04,3.45352E+02
8336,5.04008E-04,3.45302E+02
8337,5.03945E-04,3.45252E+02
8338,5.03882E-04,3.45201E+02
8339,5.03819E-04,3.45151E+02
8340,5.03756E-04,3.45100E+02
8341,5.03693E-04,3.45050E+02
8342,5.03630E-04,3.45000E+02
8343,5.03567E-04,3.44949E+02
8344,5.03505E-04,3.44899E+02
8345,5.03442E-04,3.44849E+02
8346,5.03379E-04,3.44798E+02
8347,5.03316E-04,3.44748E+02
8348,5.03253E-04,3.44698E+02
8349,5.03190E-04,3.44647E+02
8350,5.03127E-04,3.44597E+02
8351,5.03064E-04,3.44547E+02
8352,5.03001E-04,3.44496E+02
8353,5.02938E-04,3.44446E+02
8354,5.02876E-04,3.44396E+02
8355,5.02813E-04,3.44345E+02
8356,5.02750E-04,3.44295E+02
8357,5.02687E-04,3.44245E+02
8358,5.02624E-04,3.44195E+02
8359,5.02561E-04,3.44144E+02
8360,5.02499E-04,3.44094E+02
8361,5.02436E-04,3.44044E+02
8362,5.02373E-04,3.43994E+02
8363,5.02310E-04,3.43943E+02
8364,5.02247E-04,3.43893E+02
8365,5.02185E-04,3.43843E+02
8366,5.02122E-04,3.43793E+02
8367,5.02059E-04,3.43743E+02
8368,5.01996E-04,3.43692E+02
8369,5.01934E-04,3.43642E+02
8370,5.01871E-04,3.43592E+02
8371,5.01808E-04,3.43542E+02
8372,5.01745E-04,3.43492E+02
8373,5.01683E-04,3.43441E+02
8374,5.01620E-04,3.43391E+02
8375,5.01557E-04,3.43341E+02
8376,5.01495E-04,3.43291E+02
8377,5.01432E-04,3.43241E+02
8378,5.01369E-04,3.43191E+02
8379,5.01307E-04,3.43140E+02
8380,5.01244E-04,3.43090E+02
8381,5.01181E-04,3.43040E+02
8382,5.01119E-04,3.42990E+02
8383,5.01056E-04,3.42940E+02
8384,5.00993E-04,3.42890E+02
8385,5.00931E-04,3.42840E+02
8386,5.00868E-04,3.42790E+02
8387,5.00805E-04,3.42740E+02
8388,5.00743E-04,3.42690E+02
8389,5.00680E-04,3.42639E+02
8390,5.00618E-04,3.42589E+02
8391,5.00555E-04,3.42539E+02
8392,5.00493E-04,3.42489E+02
8393,5.00430E-04,3.42439E+02
8394,5.00367E-04,3.42389E+02
8395,5.00305E-04,3.42339E+02
8396,5.00242E-04,3.42289E+02
8397,5.00180E-04,3.42239E+02
8398,5.00117E-04,3.42189E+02
8399,5.00055E-04,3.42139E+02
8400,4.99992E-04,3.42089E+02
8401,4.99930E-04,3.42039E+02
8402,4.99867E-04,3.41989E+02
8403,4.99805E-04,3.41939E+02
8404,4.99742E-04,3.41889E+02
8405,4.99680E-04,3.41839E+02
8406,4.99617E-04,3.41789E+02
8407,4.99555E-04,3.41739E+02
8408,4.99493E-04,3.41689E+02
8409,4.99430E-04,3.41639E+02
8410,4.99368E-04,3.41589E+02
8411,4.99305E-04,3.41539E+02
8412,4.99243E-04,3.41489E+02
8413,4.99180E-04,3.41440E+02
8414,4.99118E-04,3.41390E+02
8415,4.99056E-04,3.41340E+02
8416,4.98993E-04,3.41290E+02
8417,4.98931E-04,3.41240E+02
8418,4.98869E-04,3.41190E+02
8419,4.98806E-04,3.41140E+02
8420,4.98744E-04,3.41090E+02
8421,4.98682E-04,3.41040E+02
8422,4.98619E-04,3.40990E+02
8423,4.98557E-04,3.40941E+02
8424,4.98495E-04,3.40891E+02
8425,4.98432E-04,3.40841E+02
8426,4.98370E-04,3.40791E+02
8427,4.98308E-04,3.40741E+02
8428,4.98245E-04,3.40691E+02
8429,4.98183E-04,3.40642E+02
8430,4.98121E-04,3.40592E+02
8431,4.98059E-04,3.40542E+02
8432,4.97996E-04,3.40492E+02
8433,4.97934E-04,3.40442E+02
8434,4.97872E-04,3.40393E+02
8435,4.97810E-04,3.40343E+02
8436,4.97747E-04,3.40293E+02
8437,4.97685E-04,3.40243E+02
8438,4.97623E-04,3.40193E+02
8439,4.97561E-04,3.40144E+02
8440,4.97499E-04,3.40094E+02
8441,4.97436E-04,3.40044E+02
8442,4.97374E-04,3.39994E+02
8443,4.97312E-04,3.39945E+02
8444,4.97250E-04,3.39895E+02
8445,4.97188E-04,3.39845E+02
8446,4.97126E-04,3.39796E+02
8447,4.97063E-04,3.39746E+02
8448,4.97001E-04,3.39696E+02
8449,4.96939E-04,3.39646E+02
8450,4.96877E-04,3.39597E+02
8451,4.96815E-04,3.39547E+02
8452,4.96753E-04,3.39497E+02
8453,4.96691E-04,3.39448E+02
8454,4.96629E-04,3.39398E+02
8455,4.96567E-04,3.39348E+02
8456,4.96505E-04,3.39299E+02
8457,4.96443E-04,3.39249E+02
8458,4.96381E-04,3.39199E+02
8459,4.96318E-04,3.39150E+02
8460,4.96256E-04,3.39100E+02
8461,4.96194E-04,3.39050E+02
8462,4.96132E-04,3.39001E+02
8463,4.96070E-04,3.38951E+02
8464,4.96008E-04,3.38902E+02
8465,4.95946E-04,3.38852E+02
8466,4.95884E-04,3.38802E+02
8467,4.95822E-04,3.38753E+02
8468,4.95760E-04,3.38703E+02
8469,4.95698E-04,3.38654E+02
8470,4.95636E-04,3.38604E+02
8471,4.95575E-04,3.38555E+02
8472,4.95513E-04,3.38505E+02
8473,4.95451E-04,3.38455E+02
8474,4.95389E-04,3.38406E+02
8475,4.95327E-04,3.38356E+02
8476,4.95265E-04,3.38307E+02
8477,4.95203E-04,3.38257E+02
8478,4.95141E-04,3.38208E+02
8479,4.95079E-04,3.38158E+02
8480,4.95017E-04,3.38109E+02
8481,4.94955E-04,3.38059E+02
8482,4.94894E-04,3.38010E+02
8483,4.94832E-04,3.37960E+02
8484,4.94770E-04,3.37911E+02
8485,4.94708E-04,3.37861E+02
8486,4.94646E-04,3.37812E+02
8487,4.94584E-04,3.37762E+02
8488,4.94523E-04,3.37713E+02
8489,4.94461E-04,3.37663E+02
8490,4.94399E-04,3.37614E+02
8491,4.94337E-04,3.37565E+02
8492,4.94275E-04,3.37515E+02
8493,4.94214E-04,3.37466E+02
8494,4.94152E-04,3.37416E+02
8495,4.94090E-04,3.37367E+02
8496,4.94028E-04,3.37317E+02
8497,4.93967E-04,3.37268E+02
8498,4.93905E-04,3.37219E+02
8499,4.93843E-04,3.37169E+02
8500,4.93781E-04,3.37120E+02
8501,4.93720E-04,3.37071E+02
8502,4.93658E-04,3.37021E+02
8503,4.93596E-04,3.36972E+02
8504,4.93535E-04,3.36922E+02
8505,4.93473E-04,3.36873E+02
8506,4.93411E-04,3.36824E+02
8507,4.93349E-04,3.36774E+02
8508,4.93288E-04,3.36725E+02
8509,4.93226E-04,3.36676E+02
8510,4.93165E-04,3.36626E+02
8511,4.93103E-04,3.36577E+02
8512,4.93041E-04,3.36528E+02
8513,4.92980E-04,3.36478E+02
8514,4.92918E-04,3.36429E+02
8515,4.92856E-04,3.36380E+02
8516,4.92795E-04,3.36331E+02
8517,4.92733E-04,3.36281E+02
8518,4.92672E-04,3.36232E+02
8519,4.92610E-04,3.36183E+02
8520,4.92548E-04,3.36134E+02
8521,4.92487E-04,3.36084E+02
8522,4.92425E-04,3.36035E+02
8523,4.92364E-04,3.35986E+02
8524,4.92302E-04,3.35937E+02
8525,4.92241E-04,3.35887E+02
8526,4.92179E-04,3.35838E+02
8527,4.92118E-04,3.35789E+02
8528,4.92056E-04,3.35740E+02
8529,4.91995E-04,3.35690E+02
8530,4.91933E-04,3.35641E+02
8531,4.91872E-04,3.35592E+02
8532,4.91810E-04,3.35543E+02
8533,4.91749E-04,3.35494E+02
8534,4.91687E-04,3.35445E+02
8535,4.91626E-04,3.35395E+02
8536,4.91564E-04,3.35346E+02
8537,4.91503E-04,3.35297E+02
8538,4.91441E-04,3.35248E+02
8539,4.91380E-04,3.35199E+02
8540,4.91319E-04,3.35150E+02
8541,4.91257E-04,3.35100E+02
8542,4.91196E-04,3.35051E+02
8543,4.91134E-04,3.35002E+02
8544,4.91073E-04,3.34953E+02
8545,4.91012E-04,3.34904E+02
8546,4.90950E-04,3.34855E+02
8547,4.90889E-04,3.34806E+02
8548,4.90828E-04,3.34757E+02
8549,4.90766E-04,3.34708E+02
8550,4.90705E-04,3.34659E+02
8551,4.90644E-04,3.34609E+02
8552,4.90582E-04,3.34560E+02
8553,4.90521E-04,3.34511E+02
8554,4.90460E-04,3.34462E+02
8555,4.90398E-04,3.34413E+02
8556,4.90337E-04,3.34364E+02
8557,4.90276E-04,3.34315E+02
8558,4.90214E-04,3.34266E+02
8559,4.90153E-04,3.34217E+02
8560,4.90092E-04,3.34168E+02
8561,4.90031E-04,3.34119E+02
8562,4.89969E-04,3.34070E+02
8563,4.89908E-04,3.34021E+02
8564,4.89847E-04,3.33972E+02
8565,4.89786E-04,3.33923E+02
8566,4.89724E-04,3.33874E+02
8567,4.89663E-04,3.33825E+02
8568,4.89602E-04,3.33776E+02
8569,4.89541E-04,3.33727E+02
8570,4.89480E-04,3.33678E+02
8571,4.89418E-04,3.33629E+02
8572,4.89357E-04,3.33580E+02
8573,4.89296E-04,3.33531E+02
8574,4.89235E-04,3.33483E+02
8575,4.89174E-04,3.33434E+02
8576,4.89113E-04,3.33385E+02
8577,4.89052E-04,3.33336E+02
8578,4.88990E-04,3.33287E+02
8579,4.88929E-04,3.33238E+02
8580,4.88868E-04,3.33189E+02
8581,4.88807E-04,3.33140E+02
8582,4.88746E-04,3.33091E+02
8583,4.88685E-04,3.33042E+02
8584,4.88624E-04,3.32994E+02
8585,4.88563E-04,3.32945E+02
8586,4.88502E-04,3.32896E+02
8587,4.88441E-04,3.32847E+02
8588,4.88380E-04,3.32798E+02
8589,4.88319E-04,3.32749E+02
8590,4.88257E-04,3.32701E+02
8591,4.88196E-04,3.32652E+02
8592,4.88135E-04,3.32603E+02
8593,4.88074E-04,3.32554E+02
8594,4.88013E-04,3.32505E+02
8595,4.87952E-04,3.32456E+02
8596,4.87891E-04,3.32408E+02
8597,4.87830E-04,3.32359E+02
8598,4.87769E-04,3.32310E+02
8599,4.87709E-04,3.32261E+02
8600,4.87648E-04,3.32213E+02
8601,4.87587E-04,3.32164E+02
8602,4.87526E-04,3.32115E+02
8603,4.87465E-04,3.32066E+02
8604,4.87404E-04,3.32018E+02
8605,4.87343E-04,3.31969E+02
8606,4.87282E-04,3.31920E+02
8607,4.87221E-04,3.31871E+02
8608,4.87160E-04,3.31823E+02
8609,4.87099E-04,3.31774E+02
8610,4.87038E-04,3.31725E+02
8611,4.86977E-04,3.31676E+02
8612,4.86917E-04,3.31628E+02
8613,4.86856E-04,3.31579E+02
8614,4.86795E-04,3.31530E+02
8615,4.86734E-04,3.31482E+02
8616,4.86673E-04,3.31433E+02
8617,4.86612E-04,3.31384E+02
8618,4.86552E-04,3.31336E+02
8619,4.86491E-04,3.31287E+02
8620,4.86430E-04,3.31238E+02
8621,4.86369E-04,3.31190E+02
8622,4.86308E-04,3.31141E+02
8623,4.86248E-04,3.31092E+02
8624,4.86187E-04,3.31044E+02
8625,4.86126E-04,3.30995E+02
8626,4.86065E-04,3.30947E+02
8627,4.86005E-04,3.30898E+02
8628,4.85944E-04,3.30849E+02
8629,4.85883E-04,3.30801E+02
8630,4.85822E-04,3.30752E+02
8631,4.85762E-04,3.30704E+02
8632,4.85701E-04,3.30655E+02
8633,4.85640E-04,3.30607E+02
8634,4.85579E-04,3.30558E+02
8635,4.85519E-04,3.30509E+02
8636,4.85458E-04,3.30461E+02
8637,4.85397E-04,3.30412E+02
8638,4.85337E-04,3.30364E+02
8639,4.85276E-04,3.30315E+02
8640,4.85215E-04,3.30267E+02
8641,4.85155E-04,3.30218E+02
8642,4.85094E-04,3.30170E+02
8643,4.85033E-04,3.30121E+02
8644,4.84973E-04,3.30073E+02
8645,4.84912E-04,3.30024E+02
8646,4.84852E-04,3.29976E+02
8647,4.84791E-04,3.29927E+02
8648,4.84730E-04,3.29879E+02
8649,4.84670E-04,3.29830E+02
8650,4.84609E-04,3.29782E+02
8651,4.84549E-04,3.29733E+02
8652,4.84488E-04,3.29685E+02
8653,4.84428E-04,3.29636E+02
8654,4.84367E-04,3.29588E+02
8655,4.84306E-04,3.29539E+02
8656,4.84246E-04,3.29491E+02
8657,4.84185E-04,3.29443E+02
8658,4.84125E-04,3.29394E+02
8659,4.84064E-04,3.29346E+02
8660,4.84004E-04,3.29297E+02
8661,4.83943E-04,3.29249E+02
8662,4.83883E-04,3.29201E+02
8663,4.83822E-04,3.29152E+02
8664,4.83762E-04,3.29104E+02
8665,4.83701E-04,3.29055E+02
8666,4.83641E-04,3.29007E+02
8667,4.83581E-04,3.28959E+02
8668,4.83520E-04,3.28910E+02
8669,4.83460E-04,3.28862E+02
8670,4.83399E-04,3.28814E+02
8671,4.83339E-04,3.28765E+02
8672,4.83278E-04,3.28717E+02
8673,4.83218E-04,3.28669E+02
8674,4.83158E-04,3.28620E+02
8675,4.83097E-04,3.28572E+02
8676,4.83037E-04,3.28524E+02
8677,4.82976E-04,3.28475E+02
8678,4.82916E-04,3.28427E+02
8679,4.82856E-04,3.28379E+02
8680,4.82795E-04,3.28331E+02
8681,4.82735E-04,3.28282E+02
8682,4.82675E-04,3.28234E+02
8683,4.82614E-04,3.28186E+02
8684,4.82554E-04,3.28137E+02
8685,4.82494E-04,3.28089E+02
8686,4.82433E-04,3.28041E+02
8687,4.82373E-04,3.27993E+02
8688,4.82313E-04,3.27944E+02
8689,4.82253E-04,3.27896E+02
8690,4.82192E-04,3.27848E+02
8691,4.82132E-04,3.27800E+02
8692,4.82072E-04,3.27752E+02
8693,4.82012E-04,3.27703E+02
8694,4.81951E-04,3.27655E+02
8695,4.81891E-04,3.27607E+02
8696,4.81831E-04,3.27559E+02
8697,4.81771E-04,3.27511E+02
8698,4.81710E-04,3.27462E+02
8699,4.81650E-04,3.27414E+02
8700,4.81590E-04,3.27366E+02
8701,4.81530E-04,3.27318E+02
8702,4.81470E-04,3.27270E+02
8703,4.81409E-04,3.27222E+02
8704,4.81349E-04,3.27174E+02
8705,4.81289E-04,3.27125E+02
8706,4.81229E-04,3.27077E+02
8707,4.81169E-04,3.27029E+02
8708,4.81109E-04,3.26981E+02
8709,4.81048E-04,3.26933E+02
8710,4.80988E-04,3.26885E+02
8711,4.80928E-04,3.26837E+02
8712,4.80868E-04,3.26789E+02
8713,4.80808E-04,3.26741E+02
8714,4.80748E-04,3.26692E+02
8715,4.80688E-04,3.26644E+02
8716,4.80628E-04,3.26596E+02
8717,4.80568E-04,3.26548E+02
8718,4.80508E-04,3.26500E+02
8719,4.80448E-04,3.26452E+02
8720,4.80387E-04,3.26404E+02
8721,4.80327E-04,3.26356E+02
8722,4.80267E-04,3.26308E+02
8723,4.80207E-04,3.26260E+02
8724,4.80147E-04,3.26212E+02
8725,4.80087E-04,3.26164E+02
8726,4.80027E-04,3.26116E+02
8727,4.79967E-04,3.26068E+02
8728,4.79907E-04,3.26020E+02
8729,4.79847E-04,3.25972E+02
8730,4.79787E-04,3.25924E+02
8731,4.79727E-04,3.25876E+02
8732,4.79667E-04,3.25828E+02
8733,4.79607E-04,3.25780E+02
8734,4.79548E-04,3.25732E+02
8735,4.79488E-04,3.25684E+02
8736,4.79428E-04,3.25636E+02
8737,4.79368E-04,3.25588E+02
8738,4.79308E-04,3.25540E+02
8739,4.79248E-04,3.25492E+02
8740,4.79188E-04,3.25444E+02
8741,4.79128E-04,3.25397E+02
8742,4.79068E-04,3.25349E+02
8743,4.79008E-04,3.25301E+02
8744,4.78948E-04,3.25253E+02
8745,4.78889E-04,3.25205E+02
8746,4.78829E-04,3.25157E+02
8747,4.78769E-04,3.25109E+02
8748,4.78709E-04,3.25061E+02
8749,4.78649E-04,3.25013E+02
8750,4.78589E-04,3.24966E+02
8751,4.78530E-04,3.24918E+02
8752,4.78470E-04,3.24870E+02
8753,4.78410E-04,3.24822E+02
8754,4.78350E-04,3.24774E+02
8755,4.78290E-04,3.24726E+02
8756,4.78231E-04,3.24678E+02
8757,4.78171E-04,3.24631E+02
8758,4.78111E-04,3.24583E+02
8759,4.78051E-04,3.24535E+02
8760,4.77992E-04,3.24487E+02
8761,4.77932E-04,3.24439E+02
8762,4.77872E-04,3.24392E+02
8763,4.77812E-04,3.24344E+02
8764,4.77753E-04,3.24296E+02
8765,4.77693E-04,3.24248E+02
8766,4.77633E-04,3.24200E+02
8767,4.77573E-04,3.24153E+02
8768,4.77514E-04,3.24105E+02
8769,4.77454E-04,3.24057E+02
8770,4.77394E-04,3.24009E+02
8771,4.77335E-04,3.23962E+02
8772,4.77275E-04,3.23914E+02
8773,4.77215E-04,3.23866E+02
8774,4.77156E-04,3.23819E+02
8775,4.77096E-04,3.23771E+02
8776,4.77037E-04,3.23723E+02
8777,4.76977E-04,3.23675E+02
8778,4.76917E-04,3.23628E+02
8779,4.76858E-04,3.23580E+02
8780,4.76798E-04,3.23532E+02
8781,4.76738E-04,3.23485E+02
8782,4.76679E-04,3.23437E+02
8783,4.76619E-04,3.23389E+02
8784,4.76560E-04,3.23342E+02
8785,4.76500E-04,3.23294E+02
8786,4.76441E-04,3.23246E+02
8787,4.76381E-04,3.23199E+02
8788,4.76322E-04,3.23151E+02
8789,4.76262E-04,3.23103E+02
8790,4.76202E-04,3.23056E+02
8791,4.76143E-04,3.23008E+02
8792,4.76083E-04,3.22961E+02
8793,4.76024E-04,3.22913E+02
8794,4.75964E-04,3.22865E+02
8795,4.75905E-04,3.22818E+02
8796,4.75845E-04,3.22770E+02
8797,4.75786E-04,3.22723E+02
8798,4.75726E-04,3.22675E+02
8799,4.75667E-04,3.22627E+02
8800,4.75608E-04,3.22580E+02
8801,4.75548E-04,3.22532E+02
8802,4.75489E-04,3.22485E+02
8803,4.75429E-04,3.22437E+02
8804,4.75370E-04,3.22390E+02
8805,4.75310E-04,3.22342E+02
8806,4.75251E-04,3.22295E+02
8807,4.75192E-04,3.22247E+02
8808,4.75132E-04,3.22200E+02
8809,4.75073E-04,3.22152E+02
8810,4.75013E-04,3.22105E+02
8811,4.74954E-04,3.22057E+02
8812,4.74895E-04,3.22010E+02
8813,4.74835E-04,3.21962E+02
8814,4.74776E-04,3.21915E+02
8815,4.74717E-04,3.21867E+02
8816,4.74657E-04,3.21820E+02
8817,4.74598E-04,3.21772E+02
8818,4.74539E-04,3.21725E+02
8819,4.74479E-04,3.21677E+02
8820,4.74420E-04,3.21630E+02
8821,4.74361E-04,3.21582E+02
8822,4.74301E-04,3.21535E+02
8823,4.74242E-04,3.21487E+02
8824,4.74183E-04,3.21440E+02
8825,4.74124E-04,3.21393E+02
