#alt[m],rho[g/cm^3],thick[g/cm^2]
96106,1.94827E-09,1.86946E-03
96107,1.94800E-09,1.86927E-03
96108,1.94774E-09,1.86907E-03
96109,1.94747E-09,1.86888E-03
96110,1.94721E-09,1.86868E-03
96111,1.94695E-09,1.86849E-03
96112,1.94668E-09,1.86829E-03
96113,1.94642E-09,1.86810E-03
96114,1.94615E-09,1.86790E-03
96115,1.94589E-09,1.86771E-03
96116,1.94563E-09,1.86752E-03
96117,1.94536E-09,1.86732E-03
96118,1.94510E-09,1.86713E-03
96119,1.94484E-09,1.86693E-03
96120,1.94457E-09,1.86674E-03
96121,1.94431E-09,1.86654E-03
96122,1.94404E-09,1.86635E-03
96123,1.94378E-09,1.86615E-03
96124,1.94352E-09,1.86596E-03
96125,1.94325E-09,1.86577E-03
96126,1.94299E-09,1.86557E-03
96127,1.94273E-09,1.86538E-03
96128,1.94246E-09,1.86518E-03
96129,1.94220E-09,1.86499E-03
96130,1.94194E-09,1.86479E-03
96131,1.94167E-09,1.86460E-03
96132,1.94141E-09,1.86441E-03
96133,1.94115E-09,1.86421E-03
96134,1.94088E-09,1.86402E-03
96135,1.94062E-09,1.86382E-03
96136,1.94036E-09,1.86363E-03
96137,1.94009E-09,1.86344E-03
96138,1.93983E-09,1.86324E-03
96139,1.93957E-09,1.86305E-03
96140,1.93931E-09,1.86285E-03
96141,1.93904E-09,1.86266E-03
96142,1.93878E-09,1.86247E-03
96143,1.93852E-09,1.86227E-03
96144,1.93825E-09,1.86208E-03
96145,1.93799E-09,1.86188E-03
96146,1.93773E-09,1.86169E-03
96147,1.93747E-09,1.86150E-03
96148,1.93720E-09,1.86130E-03
96149,1.93694E-09,1.86111E-03
96150,1.93668E-09,1.86092E-03
96151,1.93642E-09,1.86072E-03
96152,1.93615E-09,1.86053E-03
96153,1.93589E-09,1.86033E-03
96154,1.93563E-09,1.86014E-03
96155,1.93537E-09,1.85995E-03
96156,1.93510E-09,1.85975E-03
96157,1.93484E-09,1.85956E-03
96158,1.93458E-09,1.85937E-03
96159,1.93432E-09,1.85917E-03
96160,1.93405E-09,1.85898E-03
96161,1.93379E-09,1.85879E-03
96162,1.93353E-09,1.85859E-03
96163,1.93327E-09,1.85840E-03
96164,1.93300E-09,1.85821E-03
96165,1.93274E-09,1.85801E-03
96166,1.93248E-09,1.85782E-03
96167,1.93222E-09,1.85763E-03
96168,1.93196E-09,1.85743E-03
96169,1.93169E-09,1.85724E-03
96170,1.93143E-09,1.85705E-03
96171,1.93117E-09,1.85685E-03
96172,1.93091E-09,1.85666E-03
96173,1.93065E-09,1.85647E-03
96174,1.93039E-09,1.85627E-03
96175,1.93012E-09,1.85608E-03
96176,1.92986E-09,1.85589E-03
96177,1.92960E-09,1.85570E-03
96178,1.92934E-09,1.85550E-03
96179,1.92908E-09,1.85531E-03
96180,1.92882E-09,1.85512E-03
96181,1.92855E-09,1.85492E-03
96182,1.92829E-09,1.85473E-03
96183,1.92803E-09,1.85454E-03
96184,1.92777E-09,1.85435E-03
96185,1.92751E-09,1.85415E-03
96186,1.92725E-09,1.85396E-03
96187,1.92699E-09,1.85377E-03
96188,1.92672E-09,1.85357E-03
96189,1.92646E-09,1.85338E-03
96190,1.92620E-09,1.85319E-03
96191,1.92594E-09,1.85300E-03
96192,1.92568E-09,1.85280E-03
96193,1.92542E-09,1.85261E-03
96194,1.92516E-09,1.85242E-03
96195,1.92490E-09,1.85223E-03
96196,1.92464E-09,1.85203E-03
96197,1.92438E-09,1.85184E-03
96198,1.92411E-09,1.85165E-03
96199,1.92385E-09,1.85146E-03
96200,1.92359E-09,1.85126E-03
96201,1.92333E-09,1.85107E-03
96202,1.92307E-09,1.85088E-03
96203,1.92281E-09,1.85069E-03
96204,1.92255E-09,1.85049E-03
96205,1.92229E-09,1.85030E-03
96206,1.92203E-09,1.85011E-03
96207,1.92177E-09,1.84992E-03
96208,1.92151E-09,1.84973E-03
96209,1.92125E-09,1.84953E-03
96210,1.92099E-09,1.84934E-03
96211,1.92073E-09,1.84915E-03
96212,1.92047E-09,1.84896E-03
96213,1.92020E-09,1.84877E-03
96214,1.91994E-09,1.84857E-03
96215,1.91968E-09,1.84838E-03
96216,1.91942E-09,1.84819E-03
96217,1.91916E-09,1.84800E-03
96218,1.91890E-09,1.84781E-03
96219,1.91864E-09,1.84761E-03
96220,1.91838E-09,1.84742E-03
96221,1.91812E-09,1.84723E-03
96222,1.91786E-09,1.84704E-03
96223,1.91760E-09,1.84685E-03
96224,1.91734E-09,1.84665E-03
96225,1.91708E-09,1.84646E-03
96226,1.91682E-09,1.84627E-03
96227,1.91656E-09,1.84608E-03
96228,1.91630E-09,1.84589E-03
96229,1.91604E-09,1.84570E-03
96230,1.91578E-09,1.84550E-03
96231,1.91552E-09,1.84531E-03
96232,1.91526E-09,1.84512E-03
96233,1.91500E-09,1.84493E-03
96234,1.91474E-09,1.84474E-03
96235,1.91449E-09,1.84455E-03
96236,1.91423E-09,1.84436E-03
96237,1.91397E-09,1.84416E-03
96238,1.91371E-09,1.84397E-03
96239,1.91345E-09,1.84378E-03
96240,1.91319E-09,1.84359E-03
96241,1.91293E-09,1.84340E-03
96242,1.91267E-09,1.84321E-03
96243,1.91241E-09,1.84302E-03
96244,1.91215E-09,1.84282E-03
96245,1.91189E-09,1.84263E-03
96246,1.91163E-09,1.84244E-03
96247,1.91137E-09,1.84225E-03
96248,1.91111E-09,1.84206E-03
96249,1.91085E-09,1.84187E-03
96250,1.91060E-09,1.84168E-03
96251,1.91034E-09,1.84149E-03
96252,1.91008E-09,1.84130E-03
96253,1.90982E-09,1.84110E-03
96254,1.90956E-09,1.84091E-03
96255,1.90930E-09,1.84072E-03
96256,1.90904E-09,1.84053E-03
96257,1.90878E-09,1.84034E-03
96258,1.90852E-09,1.84015E-03
96259,1.90827E-09,1.83996E-03
96260,1.90801E-09,1.83977E-03
96261,1.90775E-09,1.83958E-03
96262,1.90749E-09,1.83939E-03
96263,1.90723E-09,1.83920E-03
96264,1.90697E-09,1.83901E-03
96265,1.90671E-09,1.83881E-03
96266,1.90646E-09,1.83862E-03
96267,1.90620E-09,1.83843E-03
96268,1.90594E-09,1.83824E-03
96269,1.90568E-09,1.83805E-03
96270,1.90542E-09,1.83786E-03
96271,1.90516E-09,1.83767E-03
96272,1.90490E-09,1.83748E-03
96273,1.90465E-09,1.83729E-03
96274,1.90439E-09,1.83710E-03
96275,1.90413E-09,1.83691E-03
96276,1.90387E-09,1.83672E-03
96277,1.90361E-09,1.83653E-03
96278,1.90336E-09,1.83634E-03
96279,1.90310E-09,1.83615E-03
96280,1.90284E-09,1.83596E-03
96281,1.90258E-09,1.83577E-03
96282,1.90232E-09,1.83558E-03
96283,1.90207E-09,1.83539E-03
96284,1.90181E-09,1.83520E-03
96285,1.90155E-09,1.83501E-03
96286,1.90129E-09,1.83482E-03
96287,1.90103E-09,1.83463E-03
96288,1.90078E-09,1.83444E-03
96289,1.90052E-09,1.83425E-03
96290,1.90026E-09,1.83406E-03
96291,1.90000E-09,1.83387E-03
96292,1.89975E-09,1.83368E-03
96293,1.89949E-09,1.83349E-03
96294,1.89923E-09,1.83330E-03
96295,1.89897E-09,1.83311E-03
96296,1.89872E-09,1.83292E-03
96297,1.89846E-09,1.83273E-03
96298,1.89820E-09,1.83254E-03
96299,1.89794E-09,1.83235E-03
96300,1.89769E-09,1.83216E-03
96301,1.89743E-09,1.83197E-03
96302,1.89717E-09,1.83178E-03
96303,1.89691E-09,1.83159E-03
96304,1.89666E-09,1.83140E-03
96305,1.89640E-09,1.83121E-03
96306,1.89614E-09,1.83102E-03
96307,1.89589E-09,1.83083E-03
96308,1.89563E-09,1.83064E-03
96309,1.89537E-09,1.83045E-03
96310,1.89512E-09,1.83026E-03
96311,1.89486E-09,1.83007E-03
96312,1.89460E-09,1.82988E-03
96313,1.89434E-09,1.82969E-03
96314,1.89409E-09,1.82950E-03
96315,1.89383E-09,1.82931E-03
96316,1.89357E-09,1.82912E-03
96317,1.89332E-09,1.82893E-03
96318,1.89306E-09,1.82874E-03
96319,1.89280E-09,1.82856E-03
96320,1.89255E-09,1.82837E-03
96321,1.89229E-09,1.82818E-03
96322,1.89203E-09,1.82799E-03
96323,1.89178E-09,1.82780E-03
96324,1.89152E-09,1.82761E-03
96325,1.89126E-09,1.82742E-03
96326,1.89101E-09,1.82723E-03
96327,1.89075E-09,1.82704E-03
96328,1.89050E-09,1.82685E-03
96329,1.89024E-09,1.82666E-03
96330,1.88998E-09,1.82647E-03
96331,1.88973E-09,1.82629E-03
96332,1.88947E-09,1.82610E-03
96333,1.88921E-09,1.82591E-03
96334,1.88896E-09,1.82572E-03
96335,1.88870E-09,1.82553E-03
96336,1.88845E-09,1.82534E-03
96337,1.88819E-09,1.82515E-03
96338,1.88793E-09,1.82496E-03
96339,1.88768E-09,1.82477E-03
96340,1.88742E-09,1.82459E-03
96341,1.88717E-09,1.82440E-03
96342,1.88691E-09,1.82421E-03
96343,1.88665E-09,1.82402E-03
96344,1.88640E-09,1.82383E-03
96345,1.88614E-09,1.82364E-03
96346,1.88589E-09,1.82345E-03
96347,1.88563E-09,1.82326E-03
96348,1.88538E-09,1.82308E-03
96349,1.88512E-09,1.82289E-03
96350,1.88486E-09,1.82270E-03
96351,1.88461E-09,1.82251E-03
96352,1.88435E-09,1.82232E-03
96353,1.88410E-09,1.82213E-03
96354,1.88384E-09,1.82195E-03
96355,1.88359E-09,1.82176E-03
96356,1.88333E-09,1.82157E-03
96357,1.88308E-09,1.82138E-03
96358,1.88282E-09,1.82119E-03
96359,1.88257E-09,1.82100E-03
96360,1.88231E-09,1.82082E-03
96361,1.88206E-09,1.82063E-03
96362,1.88180E-09,1.82044E-03
96363,1.88155E-09,1.82025E-03
96364,1.88129E-09,1.82006E-03
96365,1.88104E-09,1.81987E-03
96366,1.88078E-09,1.81969E-03
96367,1.88053E-09,1.81950E-03
96368,1.88027E-09,1.81931E-03
96369,1.88002E-09,1.81912E-03
96370,1.87976E-09,1.81893E-03
96371,1.87951E-09,1.81875E-03
96372,1.87925E-09,1.81856E-03
96373,1.87900E-09,1.81837E-03
96374,1.87874E-09,1.81818E-03
96375,1.87849E-09,1.81799E-03
96376,1.87823E-09,1.81781E-03
96377,1.87798E-09,1.81762E-03
96378,1.87772E-09,1.81743E-03
96379,1.87747E-09,1.81724E-03
96380,1.87721E-09,1.81706E-03
96381,1.87696E-09,1.81687E-03
96382,1.87670E-09,1.81668E-03
96383,1.87645E-09,1.81649E-03
96384,1.87620E-09,1.81631E-03
96385,1.87594E-09,1.81612E-03
96386,1.87569E-09,1.81593E-03
96387,1.87543E-09,1.81574E-03
96388,1.87518E-09,1.81555E-03
96389,1.87492E-09,1.81537E-03
96390,1.87467E-09,1.81518E-03
96391,1.87442E-09,1.81499E-03
96392,1.87416E-09,1.81480E-03
96393,1.87391E-09,1.81462E-03
96394,1.87365E-09,1.81443E-03
96395,1.87340E-09,1.81424E-03
96396,1.87315E-09,1.81406E-03
96397,1.87289E-09,1.81387E-03
96398,1.87264E-09,1.81368E-03
96399,1.87238E-09,1.81349E-03
96400,1.87213E-09,1.81331E-03
96401,1.87188E-09,1.81312E-03
96402,1.87162E-09,1.81293E-03
96403,1.87137E-09,1.81274E-03
96404,1.87111E-09,1.81256E-03
96405,1.87086E-09,1.81237E-03
96406,1.87061E-09,1.81218E-03
96407,1.87035E-09,1.81200E-03
96408,1.87010E-09,1.81181E-03
96409,1.86985E-09,1.81162E-03
96410,1.86959E-09,1.81144E-03
96411,1.86934E-09,1.81125E-03
96412,1.86909E-09,1.81106E-03
96413,1.86883E-09,1.81087E-03
96414,1.86858E-09,1.81069E-03
96415,1.86833E-09,1.81050E-03
96416,1.86807E-09,1.81031E-03
96417,1.86782E-09,1.81013E-03
96418,1.86757E-09,1.80994E-03
96419,1.86731E-09,1.80975E-03
96420,1.86706E-09,1.80957E-03
96421,1.86681E-09,1.80938E-03
96422,1.86655E-09,1.80919E-03
96423,1.86630E-09,1.80901E-03
96424,1.86605E-09,1.80882E-03
96425,1.86579E-09,1.80863E-03
96426,1.86554E-09,1.80845E-03
96427,1.86529E-09,1.80826E-03
96428,1.86504E-09,1.80807E-03
96429,1.86478E-09,1.80789E-03
96430,1.86453E-09,1.80770E-03
96431,1.86428E-09,1.80751E-03
96432,1.86402E-09,1.80733E-03
96433,1.86377E-09,1.80714E-03
96434,1.86352E-09,1.80696E-03
96435,1.86327E-09,1.80677E-03
96436,1.86301E-09,1.80658E-03
96437,1.86276E-09,1.80640E-03
96438,1.86251E-09,1.80621E-03
96439,1.86226E-09,1.80602E-03
96440,1.86200E-09,1.80584E-03
96441,1.86175E-09,1.80565E-03
96442,1.86150E-09,1.80547E-03
96443,1.86125E-09,1.80528E-03
96444,1.86099E-09,1.80509E-03
96445,1.86074E-09,1.80491E-03
96446,1.86049E-09,1.80472E-03
96447,1.86024E-09,1.80453E-03
96448,1.85998E-09,1.80435E-03
96449,1.85973E-09,1.80416E-03
96450,1.85948E-09,1.80398E-03
96451,1.85923E-09,1.80379E-03
96452,1.85898E-09,1.80360E-03
96453,1.85872E-09,1.80342E-03
96454,1.85847E-09,1.80323E-03
96455,1.85822E-09,1.80305E-03
96456,1.85797E-09,1.80286E-03
96457,1.85772E-09,1.80268E-03
96458,1.85746E-09,1.80249E-03
96459,1.85721E-09,1.80230E-03
96460,1.85696E-09,1.80212E-03
96461,1.85671E-09,1.80193E-03
96462,1.85646E-09,1.80175E-03
96463,1.85621E-09,1.80156E-03
96464,1.85595E-09,1.80138E-03
96465,1.85570E-09,1.80119E-03
96466,1.85545E-09,1.80100E-03
96467,1.85520E-09,1.80082E-03
96468,1.85495E-09,1.80063E-03
96469,1.85470E-09,1.80045E-03
96470,1.85444E-09,1.80026E-03
96471,1.85419E-09,1.80008E-03
96472,1.85394E-09,1.79989E-03
96473,1.85369E-09,1.79971E-03
96474,1.85344E-09,1.79952E-03
96475,1.85319E-09,1.79934E-03
96476,1.85294E-09,1.79915E-03
96477,1.85269E-09,1.79896E-03
96478,1.85243E-09,1.79878E-03
96479,1.85218E-09,1.79859E-03
96480,1.85193E-09,1.79841E-03
96481,1.85168E-09,1.79822E-03
96482,1.85143E-09,1.79804E-03
96483,1.85118E-09,1.79785E-03
96484,1.85093E-09,1.79767E-03
96485,1.85068E-09,1.79748E-03
96486,1.85043E-09,1.79730E-03
96487,1.85018E-09,1.79711E-03
96488,1.84992E-09,1.79693E-03
96489,1.84967E-09,1.79674E-03
96490,1.84942E-09,1.79656E-03
96491,1.84917E-09,1.79637E-03
96492,1.84892E-09,1.79619E-03
96493,1.84867E-09,1.79600E-03
96494,1.84842E-09,1.79582E-03
96495,1.84817E-09,1.79563E-03
96496,1.84792E-09,1.79545E-03
96497,1.84767E-09,1.79526E-03
96498,1.84742E-09,1.79508E-03
96499,1.84717E-09,1.79489E-03
96500,1.84692E-09,1.79471E-03
96501,1.84667E-09,1.79453E-03
96502,1.84642E-09,1.79434E-03
96503,1.84617E-09,1.79416E-03
96504,1.84592E-09,1.79397E-03
96505,1.84567E-09,1.79379E-03
96506,1.84541E-09,1.79360E-03
96507,1.84516E-09,1.79342E-03
96508,1.84491E-09,1.79323E-03
96509,1.84466E-09,1.79305E-03
96510,1.84441E-09,1.79286E-03
96511,1.84416E-09,1.79268E-03
96512,1.84391E-09,1.79250E-03
96513,1.84366E-09,1.79231E-03
96514,1.84341E-09,1.79213E-03
96515,1.84316E-09,1.79194E-03
96516,1.84291E-09,1.79176E-03
96517,1.84266E-09,1.79157E-03
96518,1.84241E-09,1.79139E-03
96519,1.84217E-09,1.79121E-03
96520,1.84192E-09,1.79102E-03
96521,1.84167E-09,1.79084E-03
96522,1.84142E-09,1.79065E-03
96523,1.84117E-09,1.79047E-03
96524,1.84092E-09,1.79028E-03
96525,1.84067E-09,1.79010E-03
96526,1.84042E-09,1.78992E-03
96527,1.84017E-09,1.78973E-03
96528,1.83992E-09,1.78955E-03
96529,1.83967E-09,1.78936E-03
96530,1.83942E-09,1.78918E-03
96531,1.83917E-09,1.78900E-03
96532,1.83892E-09,1.78881E-03
96533,1.83867E-09,1.78863E-03
96534,1.83842E-09,1.78844E-03
96535,1.83817E-09,1.78826E-03
96536,1.83792E-09,1.78808E-03
96537,1.83767E-09,1.78789E-03
96538,1.83743E-09,1.78771E-03
96539,1.83718E-09,1.78753E-03
96540,1.83693E-09,1.78734E-03
96541,1.83668E-09,1.78716E-03
96542,1.83643E-09,1.78697E-03
96543,1.83618E-09,1.78679E-03
96544,1.83593E-09,1.78661E-03
96545,1.83568E-09,1.78642E-03
96546,1.83543E-09,1.78624E-03
96547,1.83518E-09,1.78606E-03
96548,1.83494E-09,1.78587E-03
96549,1.83469E-09,1.78569E-03
96550,1.83444E-09,1.78551E-03
96551,1.83419E-09,1.78532E-03
96552,1.83394E-09,1.78514E-03
96553,1.83369E-09,1.78496E-03
96554,1.83344E-09,1.78477E-03
96555,1.83319E-09,1.78459E-03
96556,1.83295E-09,1.78441E-03
96557,1.83270E-09,1.78422E-03
96558,1.83245E-09,1.78404E-03
96559,1.83220E-09,1.78386E-03
96560,1.83195E-09,1.78367E-03
96561,1.83170E-09,1.78349E-03
96562,1.83146E-09,1.78331E-03
96563,1.83121E-09,1.78312E-03
96564,1.83096E-09,1.78294E-03
96565,1.83071E-09,1.78276E-03
96566,1.83046E-09,1.78257E-03
96567,1.83021E-09,1.78239E-03
96568,1.82997E-09,1.78221E-03
96569,1.82972E-09,1.78202E-03
96570,1.82947E-09,1.78184E-03
96571,1.82922E-09,1.78166E-03
96572,1.82897E-09,1.78148E-03
96573,1.82873E-09,1.78129E-03
96574,1.82848E-09,1.78111E-03
96575,1.82823E-09,1.78093E-03
96576,1.82798E-09,1.78074E-03
96577,1.82773E-09,1.78056E-03
96578,1.82749E-09,1.78038E-03
96579,1.82724E-09,1.78020E-03
96580,1.82699E-09,1.78001E-03
96581,1.82674E-09,1.77983E-03
96582,1.82650E-09,1.77965E-03
96583,1.82625E-09,1.77947E-03
96584,1.82600E-09,1.77928E-03
96585,1.82575E-09,1.77910E-03
96586,1.82551E-09,1.77892E-03
96587,1.82526E-09,1.77874E-03
96588,1.82501E-09,1.77855E-03
96589,1.82476E-09,1.77837E-03
96590,1.82452E-09,1.77819E-03
96591,1.82427E-09,1.77801E-03
96592,1.82402E-09,1.77782E-03
96593,1.82377E-09,1.77764E-03
96594,1.82353E-09,1.77746E-03
96595,1.82328E-09,1.77728E-03
96596,1.82303E-09,1.77709E-03
96597,1.82279E-09,1.77691E-03
96598,1.82254E-09,1.77673E-03
96599,1.82229E-09,1.77655E-03
96600,1.82204E-09,1.77636E-03
96601,1.82180E-09,1.77618E-03
96602,1.82155E-09,1.77600E-03
96603,1.82130E-09,1.77582E-03
96604,1.82106E-09,1.77564E-03
96605,1.82081E-09,1.77545E-03
96606,1.82056E-09,1.77527E-03
96607,1.82032E-09,1.77509E-03
96608,1.82007E-09,1.77491E-03
96609,1.81982E-09,1.77473E-03
96610,1.81957E-09,1.77454E-03
96611,1.81933E-09,1.77436E-03
96612,1.81908E-09,1.77418E-03
96613,1.81883E-09,1.77400E-03
96614,1.81859E-09,1.77382E-03
96615,1.81834E-09,1.77363E-03
96616,1.81810E-09,1.77345E-03
96617,1.81785E-09,1.77327E-03
96618,1.81760E-09,1.77309E-03
96619,1.81736E-09,1.77291E-03
96620,1.81711E-09,1.77272E-03
96621,1.81686E-09,1.77254E-03
96622,1.81662E-09,1.77236E-03
96623,1.81637E-09,1.77218E-03
96624,1.81612E-09,1.77200E-03
96625,1.81588E-09,1.77182E-03
96626,1.81563E-09,1.77163E-03
96627,1.81539E-09,1.77145E-03
96628,1.81514E-09,1.77127E-03
96629,1.81489E-09,1.77109E-03
96630,1.81465E-09,1.77091E-03
96631,1.81440E-09,1.77073E-03
96632,1.81416E-09,1.77055E-03
96633,1.81391E-09,1.77036E-03
96634,1.81366E-09,1.77018E-03
96635,1.81342E-09,1.77000E-03
96636,1.81317E-09,1.76982E-03
96637,1.81293E-09,1.76964E-03
96638,1.81268E-09,1.76946E-03
96639,1.81243E-09,1.76928E-03
96640,1.81219E-09,1.76910E-03
96641,1.81194E-09,1.76891E-03
96642,1.81170E-09,1.76873E-03
96643,1.81145E-09,1.76855E-03
96644,1.81121E-09,1.76837E-03
96645,1.81096E-09,1.76819E-03
96646,1.81071E-09,1.76801E-03
96647,1.81047E-09,1.76783E-03
96648,1.81022E-09,1.76765E-03
96649,1.80998E-09,1.76747E-03
96650,1.80973E-09,1.76728E-03
96651,1.80949E-09,1.76710E-03
96652,1.80924E-09,1.76692E-03
96653,1.80900E-09,1.76674E-03
96654,1.80875E-09,1.76656E-03
96655,1.80851E-09,1.76638E-03
96656,1.80826E-09,1.76620E-03
96657,1.80802E-09,1.76602E-03
96658,1.80777E-09,1.76584E-03
96659,1.80753E-09,1.76566E-03
96660,1.80728E-09,1.76548E-03
96661,1.80704E-09,1.76529E-03
96662,1.80679E-09,1.76511E-03
96663,1.80655E-09,1.76493E-03
96664,1.80630E-09,1.76475E-03
96665,1.80606E-09,1.76457E-03
96666,1.80581E-09,1.76439E-03
96667,1.80557E-09,1.76421E-03
96668,1.80532E-09,1.76403E-03
96669,1.80508E-09,1.76385E-03
96670,1.80483E-09,1.76367E-03
96671,1.80459E-09,1.76349E-03
96672,1.80434E-09,1.76331E-03
96673,1.80410E-09,1.76313E-03
96674,1.80385E-09,1.76295E-03
96675,1.80361E-09,1.76277E-03
96676,1.80336E-09,1.76259E-03
96677,1.80312E-09,1.76241E-03
96678,1.80288E-09,1.76223E-03
96679,1.80263E-09,1.76205E-03
96680,1.80239E-09,1.76187E-03
96681,1.80214E-09,1.76169E-03
96682,1.80190E-09,1.76151E-03
96683,1.80165E-09,1.76133E-03
96684,1.80141E-09,1.76114E-03
96685,1.80117E-09,1.76096E-03
96686,1.80092E-09,1.76078E-03
96687,1.80068E-09,1.76060E-03
96688,1.80043E-09,1.76042E-03
96689,1.80019E-09,1.76024E-03
96690,1.79994E-09,1.76006E-03
96691,1.79970E-09,1.75988E-03
96692,1.79946E-09,1.75970E-03
96693,1.79921E-09,1.75952E-03
96694,1.79897E-09,1.75934E-03
96695,1.79872E-09,1.75916E-03
96696,1.79848E-09,1.75898E-03
96697,1.79824E-09,1.75880E-03
96698,1.79799E-09,1.75863E-03
96699,1.79775E-09,1.75845E-03
96700,1.79751E-09,1.75827E-03
96701,1.79726E-09,1.75809E-03
96702,1.79702E-09,1.75791E-03
96703,1.79677E-09,1.75773E-03
96704,1.79653E-09,1.75755E-03
96705,1.79629E-09,1.75737E-03
96706,1.79604E-09,1.75719E-03
96707,1.79580E-09,1.75701E-03
96708,1.79556E-09,1.75683E-03
96709,1.79531E-09,1.75665E-03
96710,1.79507E-09,1.75647E-03
96711,1.79483E-09,1.75629E-03
96712,1.79458E-09,1.75611E-03
96713,1.79434E-09,1.75593E-03
96714,1.79410E-09,1.75575E-03
96715,1.79385E-09,1.75557E-03
96716,1.79361E-09,1.75539E-03
96717,1.79337E-09,1.75521E-03
96718,1.79312E-09,1.75503E-03
96719,1.79288E-09,1.75485E-03
96720,1.79264E-09,1.75468E-03
96721,1.79239E-09,1.75450E-03
96722,1.79215E-09,1.75432E-03
96723,1.79191E-09,1.75414E-03
96724,1.79167E-09,1.75396E-03
96725,1.79142E-09,1.75378E-03
96726,1.79118E-09,1.75360E-03
96727,1.79094E-09,1.75342E-03
96728,1.79069E-09,1.75324E-03
96729,1.79045E-09,1.75306E-03
96730,1.79021E-09,1.75288E-03
96731,1.78997E-09,1.75270E-03
96732,1.78972E-09,1.75253E-03
96733,1.78948E-09,1.75235E-03
96734,1.78924E-09,1.75217E-03
96735,1.78900E-09,1.75199E-03
96736,1.78875E-09,1.75181E-03
96737,1.78851E-09,1.75163E-03
96738,1.78827E-09,1.75145E-03
96739,1.78803E-09,1.75127E-03
96740,1.78778E-09,1.75109E-03
96741,1.78754E-09,1.75092E-03
96742,1.78730E-09,1.75074E-03
96743,1.78706E-09,1.75056E-03
96744,1.78681E-09,1.75038E-03
96745,1.78657E-09,1.75020E-03
96746,1.78633E-09,1.75002E-03
96747,1.78609E-09,1.74984E-03
96748,1.78584E-09,1.74966E-03
96749,1.78560E-09,1.74949E-03
96750,1.78536E-09,1.74931E-03
96751,1.78512E-09,1.74913E-03
96752,1.78488E-09,1.74895E-03
96753,1.78463E-09,1.74877E-03
96754,1.78439E-09,1.74859E-03
96755,1.78415E-09,1.74842E-03
96756,1.78391E-09,1.74824E-03
96757,1.78367E-09,1.74806E-03
96758,1.78343E-09,1.74788E-03
96759,1.78318E-09,1.74770E-03
96760,1.78294E-09,1.74752E-03
96761,1.78270E-09,1.74735E-03
96762,1.78246E-09,1.74717E-03
96763,1.78222E-09,1.74699E-03
96764,1.78197E-09,1.74681E-03
96765,1.78173E-09,1.74663E-03
96766,1.78149E-09,1.74645E-03
96767,1.78125E-09,1.74628E-03
96768,1.78101E-09,1.74610E-03
96769,1.78077E-09,1.74592E-03
96770,1.78053E-09,1.74574E-03
96771,1.78028E-09,1.74556E-03
96772,1.78004E-09,1.74539E-03
96773,1.77980E-09,1.74521E-03
96774,1.77956E-09,1.74503E-03
96775,1.77932E-09,1.74485E-03
96776,1.77908E-09,1.74467E-03
96777,1.77884E-09,1.74450E-03
96778,1.77860E-09,1.74432E-03
96779,1.77835E-09,1.74414E-03
96780,1.77811E-09,1.74396E-03
96781,1.77787E-09,1.74378E-03
96782,1.77763E-09,1.74361E-03
96783,1.77739E-09,1.74343E-03
96784,1.77715E-09,1.74325E-03
96785,1.77691E-09,1.74307E-03
96786,1.77667E-09,1.74290E-03
96787,1.77643E-09,1.74272E-03
96788,1.77619E-09,1.74254E-03
96789,1.77594E-09,1.74236E-03
96790,1.77570E-09,1.74219E-03
96791,1.77546E-09,1.74201E-03
96792,1.77522E-09,1.74183E-03
96793,1.77498E-09,1.74165E-03
96794,1.77474E-09,1.74148E-03
96795,1.77450E-09,1.74130E-03
96796,1.77426E-09,1.74112E-03
96797,1.77402E-09,1.74094E-03
96798,1.77378E-09,1.74077E-03
96799,1.77354E-09,1.74059E-03
96800,1.77330E-09,1.74041E-03
96801,1.77306E-09,1.74023E-03
96802,1.77282E-09,1.74006E-03
96803,1.77258E-09,1.73988E-03
96804,1.77234E-09,1.73970E-03
96805,1.77210E-09,1.73952E-03
96806,1.77186E-09,1.73935E-03
96807,1.77162E-09,1.73917E-03
96808,1.77138E-09,1.73899E-03
96809,1.77114E-09,1.73882E-03
96810,1.77089E-09,1.73864E-03
96811,1.77065E-09,1.73846E-03
96812,1.77041E-09,1.73828E-03
96813,1.77017E-09,1.73811E-03
96814,1.76993E-09,1.73793E-03
96815,1.76969E-09,1.73775E-03
96816,1.76945E-09,1.73758E-03
96817,1.76921E-09,1.73740E-03
96818,1.76898E-09,1.73722E-03
96819,1.76874E-09,1.73705E-03
96820,1.76850E-09,1.73687E-03
96821,1.76826E-09,1.73669E-03
96822,1.76802E-09,1.73651E-03
96823,1.76778E-09,1.73634E-03
96824,1.76754E-09,1.73616E-03
96825,1.76730E-09,1.73598E-03
96826,1.76706E-09,1.73581E-03
96827,1.76682E-09,1.73563E-03
96828,1.76658E-09,1.73545E-03
96829,1.76634E-09,1.73528E-03
96830,1.76610E-09,1.73510E-03
96831,1.76586E-09,1.73492E-03
96832,1.76562E-09,1.73475E-03
96833,1.76538E-09,1.73457E-03
96834,1.76514E-09,1.73439E-03
96835,1.76490E-09,1.73422E-03
96836,1.76466E-09,1.73404E-03
96837,1.76442E-09,1.73387E-03
96838,1.76418E-09,1.73369E-03
96839,1.76395E-09,1.73351E-03
96840,1.76371E-09,1.73334E-03
